"pedido_id","estado","fecha_hora","notas","total","tenant_id","cuenta_mesa_id"
"356",True,"2023-08-25 13:48:47.979065","Sin cebolla, por favor.","56","1","299"
"357",True,"2025-01-01 20:47:35.404259","Cocinar bien la carne.","136","1","300"
"358",True,"2024-12-08 21:53:21.761354","Servir en dos platos.","131","1","301"
"359",True,"2024-08-01 15:41:35.786453","Sin cebolla, por favor.","48","1","302"
"360",True,"2024-01-02 15:16:13.058021","Evitar ingredientes crudos.","114","1","303"
"361",True,"2024-01-02 15:07:44.675501","Servir bien caliente.","110","1","303"
"362",True,"2023-12-30 22:07:21.499202","Poco picante.","221","1","304"
"363",True,"2023-12-30 21:13:09.812227","Usar queso sin lactosa.","123","1","304"
"364",True,"2024-03-29 22:49:42.728149","Sin aderezo.","128","1","305"
"365",True,"2024-07-11 13:12:50.091655","Preparar como la vez pasada.","162","1","306"
"366",True,"2024-10-18 22:05:02.579765","Agregar salsa extra.","111","1","307"
"367",True,"2025-05-13 20:44:57.471592","Cocinar bien la carne.","102","1","308"
"368",True,"2024-09-13 13:09:37.641094","Cocinar bien la carne.","236","1","309"
"369",True,"2024-10-25 15:15:17.322819","","270","1","310"
"370",True,"2025-06-02 00:00:00","Evitar ingredientes crudos.","151","1","311"
"371",True,"2023-06-02 22:34:30.316842","Entrega rápida.","256","1","312"
"372",True,"2023-08-06 00:14:25.824549","","352","1","313"
"373",True,"2024-08-14 12:49:35.536059","Sin cebolla, por favor.","199","1","314"
"374",True,"2023-06-16 14:16:52.118791","","245","1","315"
"375",True,"2023-06-16 14:09:10.300108","Con limón aparte.","238","1","315"
"376",True,"2023-08-01 16:14:49.330601","Cocinar bien la carne.","92","1","316"
"377",True,"2023-08-01 16:27:16.10794","Servir bien caliente.","281","1","316"
"378",True,"2023-08-11 22:14:55.93099","Cocinar bien la carne.","64","1","317"
"379",True,"2023-08-11 21:56:13.527875","Cocinar bien la carne.","81","1","317"
"380",True,"2025-02-21 13:34:05.648193","No incluir pan.","240","1","318"
"381",True,"2025-02-21 13:39:41.224509","Plato para compartir.","330","1","318"
"382",True,"2024-05-26 13:54:15.049801","Sin cebolla, por favor.","64","1","319"
"383",True,"2025-05-09 14:29:01.167808","Dividir el plato.","186","1","320"
"384",True,"2024-08-02 22:39:43.737735","Servir bien caliente.","72","1","321"
"385",True,"2024-04-26 21:01:35.270796","Servir bien caliente.","278","1","322"
"386",True,"2023-07-23 13:10:34.710587","Dividir el plato.","96","1","323"
"387",True,"2025-03-06 20:19:16.289944","Usar queso sin lactosa.","212","1","324"
"388",True,"2024-07-15 15:03:50.058862","Con limón aparte.","308","1","325"
"389",True,"2024-08-02 14:14:20.360568","Usar queso sin lactosa.","274","1","326"
"390",True,"2024-08-02 14:39:28.109022","Servir en dos platos.","339","1","326"
"391",True,"2025-06-02 00:00:00","","217","1","327"
"392",True,"2024-06-21 16:48:37.483388","Con limón aparte.","114","1","328"
"393",True,"2024-08-16 22:29:23.191991","Evitar ingredientes crudos.","162","1","329"
"394",True,"2024-07-25 15:33:47.974518","Cocinar bien la carne.","352","1","330"
"395",True,"2023-07-17 12:39:59.879967","","222","1","331"
"396",True,"2023-07-17 12:32:09.856555","Poco picante.","285","1","331"
"397",True,"2024-12-19 22:18:10.892053","Sin aderezo.","301","1","332"
"398",True,"2025-01-10 12:23:27.07779","Servir en dos platos.","212","1","333"
"399",True,"2024-09-20 14:59:17.856658","Cocinar bien la carne.","243","1","334"
"400",True,"2024-09-20 15:14:47.692388","Poco picante.","123","1","334"
"401",True,"2024-12-30 13:41:54.670067","Con limón aparte.","364","1","335"
"402",True,"2024-12-12 14:37:36.158901","No añadir mayonesa.","38","1","336"
"403",True,"2024-05-10 22:50:11.462217","Preparar como la vez pasada.","220","1","337"
"404",True,"2023-08-02 14:35:11.148084","Servir en dos platos.","107","1","338"
"405",True,"2024-07-13 20:08:08.524697","Sin aderezo.","106","1","339"
"406",True,"2025-06-02 00:00:00","Con limón aparte.","241","1","340"
"407",True,"2024-03-08 15:29:23.735696","","137","1","341"
"408",True,"2024-08-27 14:13:37.859572","Cocinar bien la carne.","140","1","342"
"409",True,"2025-05-09 20:33:48.119225","Preparar como la vez pasada.","29","1","343"
"410",True,"2025-05-09 20:51:04.716184","No añadir mayonesa.","240","1","343"
"411",True,"2025-05-30 21:56:46.888384","Con limón aparte.","61","1","344"
"412",True,"2024-09-13 12:48:42.396547","Servir en dos platos.","196","1","345"
"413",True,"2024-09-13 12:37:52.010494","Servir en dos platos.","180","1","345"
"414",True,"2023-08-04 14:28:13.875717","Sin aderezo.","136","1","346"
"415",True,"2023-08-18 23:53:59.189624","Poco picante.","184","1","347"
"416",True,"2024-09-20 21:10:16.887049","Dividir el plato.","290","1","348"
"417",True,"2023-12-01 14:29:20.226707","","162","1","349"
"418",True,"2024-10-25 13:24:23.683686","","207","1","350"
"419",True,"2025-03-08 12:28:09.355158","Con limón aparte.","181","1","351"
"420",True,"2024-05-19 20:34:36.355334","No añadir mayonesa.","202","1","352"
"421",True,"2023-07-31 15:07:23.475441","Evitar ingredientes crudos.","238","1","353"
"422",True,"2025-04-04 23:10:46.552773","Sin aderezo.","261","1","354"
"423",True,"2025-04-04 21:08:41.12334","No añadir mayonesa.","100","1","354"
"424",True,"2024-05-30 14:33:01.032094","Servir bien caliente.","242","1","355"
"425",True,"2025-05-22 21:00:17.26431","No incluir pan.","141","1","356"
"426",True,"2023-12-01 14:29:33.544042","Dividir el plato.","112","1","357"
"427",True,"2023-08-13 12:23:38.341775","Con limón aparte.","70","1","358"
"428",True,"2023-08-13 12:06:22.946975","No añadir mayonesa.","250","1","358"
"429",True,"2024-11-21 16:20:35.922398","Agregar salsa extra.","122","1","359"
"430",True,"2024-08-03 22:15:56.93345","","98","1","360"
"431",True,"2024-08-03 23:25:27.252719","Cocinar bien la carne.","183","1","360"
"432",True,"2024-01-16 21:26:02.245685","Agregar salsa extra.","140","1","361"
"433",True,"2025-05-20 20:53:25.944923","Agregar cubiertos adicionales.","226","1","362"
"434",True,"2025-05-20 20:51:15.632804","Sin aderezo.","188","1","362"
"435",True,"2024-10-25 14:50:25.507515","Usar queso sin lactosa.","78","1","363"
"436",True,"2024-10-25 13:56:10.804479","","154","1","363"
"437",True,"2024-12-06 13:50:49.37196","Servir bien caliente.","217","1","364"
"438",True,"2024-12-06 12:25:05.624361","No añadir mayonesa.","294","1","364"
"439",True,"2024-08-23 19:39:10.706505","Sin aderezo.","293","1","365"
"440",True,"2024-08-23 19:46:27.255314","Sin cebolla, por favor.","225","1","365"
"441",True,"2024-08-23 21:13:55.383446","Cocinar bien la carne.","269","1","365"
"442",True,"2025-01-13 13:55:48.37741","No añadir mayonesa.","247","1","366"
"443",True,"2024-08-26 14:19:48.721285","Entrega rápida.","259","1","367"
"444",True,"2024-05-17 20:04:23.815769","Con limón aparte.","147","1","368"
"445",True,"2023-11-10 13:38:24.147457","Agregar salsa extra.","387","1","369"
"446",True,"2024-12-05 21:29:11.030418","No añadir mayonesa.","171","1","370"
"447",True,"2024-03-29 19:19:49.27229","Usar queso sin lactosa.","32","1","371"
"448",True,"2024-03-29 19:56:21.047047","No incluir pan.","204","1","371"
"449",True,"2024-03-29 19:19:03.976243","Cocinar bien la carne.","233","1","371"
"450",True,"2023-09-29 22:01:40.030074","Con limón aparte.","43","1","372"
"451",True,"2024-06-15 20:17:23.976969","Agregar salsa extra.","224","1","373"
"452",True,"2025-01-03 21:20:49.819067","Sin cebolla, por favor.","96","1","374"
"453",True,"2024-12-20 20:36:25.242194","No incluir pan.","127","1","375"
"454",True,"2024-10-04 21:33:17.204352","No incluir pan.","180","1","376"
"455",True,"2023-10-03 15:25:26.251362","Entrega rápida.","139","1","377"
"456",True,"2023-12-25 20:31:22.720915","Preparar como la vez pasada.","71","1","378"
"457",True,"2024-12-27 15:42:54.502326","Dividir el plato.","182","1","379"
"458",True,"2023-12-29 21:10:21.19095","Poco picante.","92","1","380"
"459",True,"2024-03-20 19:32:29.352032","Dividir el plato.","181","1","381"
"460",True,"2024-03-15 22:37:04.207451","Evitar ingredientes crudos.","144","1","382"
"461",True,"2023-07-22 15:15:06.6158","No incluir pan.","105","1","383"
"462",True,"2024-10-17 13:28:39.894151","No incluir pan.","130","1","384"
"463",True,"2024-03-03 14:01:51.347938","Preparar como la vez pasada.","241","1","385"
"464",True,"2024-11-11 20:58:25.819543","Entrega rápida.","221","1","386"
"465",True,"2024-07-19 14:00:07.199105","Agregar salsa extra.","146","1","387"
"466",True,"2025-05-23 20:04:07.79367","No incluir pan.","114","1","388"
"467",True,"2025-05-23 20:47:57.3949","Dividir el plato.","100","1","388"
"468",True,"2025-05-23 19:42:47.068962","Usar queso sin lactosa.","153","1","388"
"469",True,"2024-02-09 14:54:30.451007","Dividir el plato.","355","1","389"
"470",True,"2025-06-02 00:00:00","Sin cebolla, por favor.","58","1","390"
"471",True,"2025-06-02 00:00:00","Servir en dos platos.","93","1","391"
"472",True,"2024-09-29 21:40:38.016654","Preparar como la vez pasada.","120","1","392"
"473",True,"2024-08-08 19:33:49.100975","Agregar cubiertos adicionales.","160","1","393"
"474",True,"2025-01-24 21:59:40.124352","","233","1","394"
"475",True,"2024-10-11 22:50:06.763076","Preparar como la vez pasada.","162","1","395"
"476",True,"2024-11-12 21:42:45.52028","Sin cebolla, por favor.","88","1","396"
"477",True,"2024-04-05 19:51:38.138283","Poco picante.","203","1","397"
"478",True,"2024-04-05 20:46:37.508832","Agregar cubiertos adicionales.","155","1","397"
"479",True,"2024-12-18 22:06:11.118501","Servir bien caliente.","301","1","398"
"480",True,"2023-11-23 14:13:53.315174","","98","1","399"
"481",True,"2025-04-28 14:20:30.574639","Cocinar bien la carne.","100","1","400"
"482",True,"2024-07-21 19:25:10.841685","Cocinar bien la carne.","109","1","401"
"483",True,"2024-11-01 20:40:43.779668","Dividir el plato.","179","1","402"
"484",True,"2024-11-01 22:00:07.948125","Cocinar bien la carne.","170","1","402"
"485",True,"2023-12-29 19:28:20.882816","Cocinar bien la carne.","278","1","403"
"486",True,"2025-03-09 12:49:21.972383","Dividir el plato.","60","1","404"
"487",True,"2025-03-09 12:15:30.005964","Plato para compartir.","156","1","404"
"488",True,"2024-10-15 15:30:52.791932","Servir bien caliente.","61","1","405"
"489",True,"2023-08-09 14:24:10.354029","Servir en dos platos.","142","1","406"
"490",True,"2025-04-25 15:59:40.954705","Evitar ingredientes crudos.","224","1","407"
"491",True,"2023-08-24 21:06:41.907589","Agregar cubiertos adicionales.","184","1","408"
"492",True,"2023-08-24 20:41:21.944065","Poco picante.","291","1","408"
"493",True,"2024-05-17 14:51:20.156374","No añadir mayonesa.","147","1","409"
"494",True,"2024-01-26 14:21:25.434448","Agregar cubiertos adicionales.","299","1","410"
"495",True,"2024-12-20 20:40:29.482505","Sin aderezo.","56","1","411"
"496",True,"2023-07-21 20:27:14.055068","No añadir mayonesa.","174","1","412"
"497",True,"2023-07-21 19:31:45.477393","No incluir pan.","76","1","412"
"498",True,"2024-12-05 16:20:14.696069","Sin aderezo.","160","1","413"
"499",True,"2024-12-05 16:03:13.496532","Usar queso sin lactosa.","131","1","413"
"500",True,"2024-07-22 21:22:28.0841","No incluir pan.","98","1","414"
"501",True,"2024-07-22 22:21:29.260499","Usar queso sin lactosa.","246","1","414"
"502",True,"2025-06-02 00:00:00","Servir en dos platos.","311","1","415"
"503",True,"2023-07-09 22:38:29.081703","Preparar como la vez pasada.","108","1","416"
"504",True,"2023-09-13 20:05:38.823113","Con limón aparte.","188","1","417"
"505",True,"2024-03-29 20:17:22.234478","Poco picante.","158","1","418"
"506",True,"2024-03-29 20:46:18.563547","Servir bien caliente.","164","1","418"
"507",True,"2023-06-11 14:42:31.838012","Entrega rápida.","168","1","419"
"508",True,"2024-08-17 20:20:01.536122","Con limón aparte.","100","1","420"
"509",True,"2025-06-02 00:00:00","Agregar cubiertos adicionales.","309","1","421"
"510",True,"2024-08-01 22:21:02.202982","Con limón aparte.","321","1","422"
"511",True,"2025-05-02 16:18:43.149109","","57","1","423"
"512",True,"2023-08-11 22:38:58.005423","Dividir el plato.","135","1","424"
"513",True,"2025-04-17 23:03:16.274499","Evitar ingredientes crudos.","220","1","425"
"514",True,"2025-04-11 23:29:36.754342","Usar queso sin lactosa.","331","1","426"
"515",True,"2024-08-21 15:39:48.909513","Usar queso sin lactosa.","452","1","427"
"516",True,"2024-07-18 21:42:17.062426","Dividir el plato.","155","1","428"
"517",True,"2023-10-01 12:10:16.252446","Cocinar bien la carne.","172","1","429"
"518",True,"2025-02-09 20:38:18.387311","Sin aderezo.","87","1","430"
"519",True,"2024-01-16 21:35:16.950222","Poco picante.","222","1","431"
"520",True,"2025-04-11 22:54:53.618095","Con limón aparte.","116","1","432"
"521",True,"2024-10-18 22:17:51.382828","Servir bien caliente.","233","1","433"
"522",True,"2024-01-12 22:10:03.123203","Agregar salsa extra.","170","1","434"
"523",True,"2024-09-12 13:35:48.771978","No incluir pan.","314","1","435"
"524",True,"2024-09-12 13:36:19.29248","Preparar como la vez pasada.","114","1","435"
"525",True,"2025-01-24 14:27:43.565859","No añadir mayonesa.","143","1","436"
"526",True,"2025-04-05 21:42:54.738174","Cocinar bien la carne.","57","1","437"
"527",True,"2025-04-05 21:04:33.976764","Poco picante.","81","1","437"
"528",True,"2024-03-08 15:53:27.807504","Dividir el plato.","142","1","438"
"529",True,"2025-05-30 13:32:36.084791","No añadir mayonesa.","121","1","439"
"530",True,"2025-05-29 21:39:59.826187","No incluir pan.","124","1","440"
"531",True,"2025-01-03 22:28:41.16596","Evitar ingredientes crudos.","43","1","441"
"532",True,"2025-01-03 22:02:56.681212","Sin aderezo.","227","1","441"
"533",True,"2024-08-07 13:20:18.220959","Poco picante.","161","1","442"
"534",True,"2024-07-21 22:57:01.299863","Sin cebolla, por favor.","228","1","443"
"535",True,"2024-07-21 22:21:01.696127","Poco picante.","131","1","443"
"536",True,"2024-09-13 23:25:50.291281","Servir en dos platos.","303","1","444"
"537",True,"2024-02-02 22:26:47.450778","Agregar cubiertos adicionales.","169","1","445"
"538",True,"2025-05-09 14:13:00.915988","Sin cebolla, por favor.","170","1","446"
"539",True,"2025-03-11 21:39:06.418148","Usar queso sin lactosa.","220","1","447"
"540",True,"2023-07-30 21:47:33.082957","Evitar ingredientes crudos.","118","1","448"
"541",True,"2023-07-30 22:19:41.281035","Sin aderezo.","280","1","448"
"542",True,"2023-10-13 12:42:20.035444","Usar queso sin lactosa.","97","1","449"
"543",True,"2024-05-03 23:34:46.033802","","184","1","450"
"544",True,"2023-08-15 14:39:09.472738","","171","1","451"
"545",True,"2024-12-13 14:43:03.836292","Servir bien caliente.","119","1","452"
"546",True,"2025-02-28 22:06:26.541062","No incluir pan.","167","1","453"
"547",True,"2023-07-12 12:50:25.288634","No añadir mayonesa.","372","1","454"
"548",True,"2024-11-09 12:31:25.226051","Plato para compartir.","143","1","455"
"549",True,"2024-11-09 13:22:18.740082","Preparar como la vez pasada.","50","1","455"
"550",True,"2024-11-09 14:26:35.819039","Servir en dos platos.","162","1","455"
"551",True,"2023-11-20 20:57:05.79191","Servir bien caliente.","64","1","456"
"552",True,"2023-09-22 23:09:16.290866","Sin aderezo.","102","1","457"
"553",True,"2023-09-22 22:19:27.767305","Dividir el plato.","165","1","457"
"554",True,"2023-06-30 12:40:08.787279","Preparar como la vez pasada.","47","1","458"
"555",True,"2025-01-10 21:00:03.699942","Usar queso sin lactosa.","247","1","459"
"556",True,"2025-06-02 00:00:00","Agregar salsa extra.","173","1","460"
"557",True,"2024-03-24 14:05:36.65416","Sin cebolla, por favor.","211","1","461"
"558",True,"2024-12-04 21:06:04.58421","Evitar ingredientes crudos.","374","1","462"
"559",True,"2023-06-16 12:37:13.188956","Sin cebolla, por favor.","78","1","463"
"560",True,"2024-04-12 21:37:16.166081","Agregar salsa extra.","113","1","464"
"561",True,"2023-11-17 15:15:45.605025","Usar queso sin lactosa.","246","1","465"
"562",True,"2024-12-20 14:54:26.777505","No incluir pan.","46","1","466"
"563",True,"2024-06-07 13:10:55.202225","No incluir pan.","128","1","467"
"564",True,"2024-09-06 22:10:45.780174","Usar queso sin lactosa.","327","1","468"
"565",True,"2023-06-09 22:23:01.050233","Servir en dos platos.","191","1","469"
"566",True,"2024-10-11 15:33:19.159463","Cocinar bien la carne.","189","1","470"
"567",True,"2023-12-23 23:24:58.043664","Con limón aparte.","347","1","471"
"568",True,"2025-01-17 14:45:21.523808","","189","1","472"
"569",True,"2024-06-14 22:28:45.998517","Dividir el plato.","215","1","473"
"570",True,"2024-07-12 15:16:33.502975","Servir en dos platos.","68","1","474"
"571",True,"2024-12-15 20:55:00.643368","Agregar salsa extra.","293","1","475"
"572",True,"2024-08-12 14:49:52.068165","Plato para compartir.","69","1","476"
"573",True,"2024-12-09 15:30:31.531148","No añadir mayonesa.","130","1","477"
"574",True,"2025-06-02 00:00:00","No añadir mayonesa.","237","1","478"
"575",True,"2024-08-21 16:19:45.5192","","296","1","479"
"576",True,"2024-10-27 14:57:55.607581","Servir en dos platos.","239","1","480"
"577",True,"2024-06-06 22:08:40.135768","No añadir mayonesa.","290","1","481"
"578",True,"2024-08-04 12:31:38.251426","Sin cebolla, por favor.","54","1","482"
"579",True,"2025-06-02 00:00:00","Servir en dos platos.","228","1","483"
"580",True,"2023-09-01 21:08:09.504614","Servir en dos platos.","169","1","484"
"581",True,"2023-09-01 21:46:05.940051","Plato para compartir.","276","1","484"
"582",True,"2025-06-02 00:00:00","Sin cebolla, por favor.","189","1","485"
